Id,Public Id,Name,Depth,Next Issue Id,Next Issue Name,Parent Issue Id,Parent Issue Name,Prev Issue Id,Prev Issue Name,Projects,Related Guides,Sequence,Ticked,Created By Id,Created By Name,Creation Date,Modification Date
44f99863-5f40-41a2-8286-d1c69aa7d2d5,218,Fix Cline HookRuntime.ps1 Syntax Errors — Unblock All Hooks,0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-06T02:40:29.851Z,2026-05-06T02:57:07.265Z
46403c9e-5ebc-4979-9e05-e0000fd6e4eb,213,Webhook: JSON Sanitizer,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T08:50:09.247Z,2026-05-05T08:50:10.611Z
4db03c34-8632-47ef-9316-2397f182f922,207,OCI Operational Issues — Master Consolidation Hub,0,,,,,,,,,,,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T08:47:03.213Z,2026-05-05T20:45:55.686Z
5a2dacbc-297d-47a1-8e4e-15cf00b51d1d,199,Tighten Docker port exposure to Tailscale interface only,1,,,95383775-9f84-43e8-b54e-7a414320c652,Network Architecture Audit & Simplification,de3dc2c2-68af-4b4e-a46e-72fd51c163ff,Unify DNS configuration across all containers,,,2,,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T12:23:38.547Z,2026-05-05T20:45:10.178Z
5a34341a-3b8a-47e0-a9e9-8e7eec1f1267,183,Parsec -6023/-11002 P2P Connection Failure,1,,,4db03c34-8632-47ef-9316-2397f182f922,OCI Operational Issues — Master Consolidation Hub,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T07:07:46.932Z,2026-05-05T20:45:38.264Z
5d91db83-a8c5-4ceb-8979-affcaeb79992,154,Epic: CPM Mega-Plan: Centralize Agent Context & Refactor Hooks,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-03T00:23:12.992Z,2026-05-05T08:49:37.631Z
607c8596-7b0a-4594-bdcf-4ee9b29dec7b,48,Link IDrive to rclone,0,,,,,,,Music,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-04-25T06:24:12.040Z,2026-05-05T08:49:37.631Z
6f105ecf-a9ff-420b-8ed7-766699205cc1,189,Fix nzbfinder.ws,1,95383775-9f84-43e8-b54e-7a414320c652,Network Architecture Audit & Simplification,4db03c34-8632-47ef-9316-2397f182f922,OCI Operational Issues — Master Consolidation Hub,f8d22d5a-3b0f-4077-bb6c-cd5c354b06df,Fix abnzb connection,,,2,,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T09:02:04.826Z,2026-05-05T20:44:40.827Z
6ff124ef-2f42-4e53-830d-ae4e4b4c5ab9,192,Diagnose CLine Freeze,0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T10:13:56.071Z,2026-05-05T08:49:37.631Z
7e47ee13-139b-4afb-adfc-a1af06d287a2,190,Setup ssh-mcp,0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T09:28:48.758Z,2026-05-05T08:49:37.631Z
7f7eeb61-8b2d-4922-ad49-cf5941b913a1,211,Webhook: Dedupe Pre-Flight Check,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T08:50:09.247Z,2026-05-05T08:50:10.611Z
822e6f3b-0c12-45dc-b1d0-4d5e29951f61,168,Sonarr: qBittorrent download client 403 Forbidden,0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-03T07:49:40.513Z,2026-05-05T08:49:37.631Z
8368a4a3-807f-4635-abe7-4bd3d8bd4a20,149,Refactor Leetcode Workspace Infrastructure & JDK Knowledge,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-02T01:28:51.003Z,2026-05-05T08:49:37.631Z
83d410d6-7188-4bb4-a4f7-d505d2f9f767,193,Research: Google AI Pro/Gemini API Billing Scope for Third-Party AI Agents,0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T10:19:31.538Z,2026-05-05T08:49:37.631Z
89b85c88-d77e-4a07-bc90-f35cdbebed2c,142,Update Windows SSH Guides and Add Tailscale SSH Research,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-04-28T21:27:16.432Z,2026-05-05T08:49:37.631Z
8c0276e3-cce4-441b-9110-5f90da7df4a7,217,Fix Cline HookRuntime.ps1 Syntax Errors — Unblock All Hooks,0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-06T02:40:22.098Z,2026-05-06T02:40:22.950Z
8e150fdd-3a00-4b8f-a60d-f0aa09abb563,173,"Calibre-Web: redirects to login, password unknown",0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-03T07:49:55.715Z,2026-05-05T08:49:37.631Z
8e85e916-1123-4278-84c7-3bc6ff727436,202,Analyze 24h OCI change logs for dysfunction patterns,1,,,a105ff96-7bc4-4476-826e-3c951d50770a,OCI Media Stack — Consolidated Audit & Health Check Failure Post-Mortem (2026-05-04),,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T00:46:03.782Z,2026-05-05T08:49:37.631Z
95383775-9f84-43e8-b54e-7a414320c652,194,Network Architecture Audit & Simplification,1,f0862048-073b-44d2-8c2a-f78ac240148f,Setup SSH OCI (140.245.192.213),4db03c34-8632-47ef-9316-2397f182f922,OCI Operational Issues — Master Consolidation Hub,6f105ecf-a9ff-420b-8ed7-766699205cc1,Fix nzbfinder.ws,,,3,,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T12:23:05.491Z,2026-05-05T20:44:45.299Z
9d08977e-ef89-4794-8a87-d0f33a661dc3,160,Phase 3: Subagent CPM Delegation & Sync,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-03T00:39:41.887Z,2026-05-05T08:49:37.631Z
a105ff96-7bc4-4476-826e-3c951d50770a,200,OCI Media Stack — Consolidated Audit & Health Check Failure Post-Mortem (2026-05-04),1,,,4db03c34-8632-47ef-9316-2397f182f922,OCI Operational Issues — Master Consolidation Hub,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T14:13:06.148Z,2026-05-05T08:49:37.631Z
a32c1d5a-6f74-4cb3-aaee-3fbca74957d4,180,OCI Media Server - Container Configuration Fix,1,f8d22d5a-3b0f-4077-bb6c-cd5c354b06df,Fix abnzb connection,4db03c34-8632-47ef-9316-2397f182f922,OCI Operational Issues — Master Consolidation Hub,,,,,0,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T04:25:24.977Z,2026-05-05T20:44:31.681Z
a70a26c8-b8c6-4f62-8aef-2ed7459be6eb,176,"SABnzbd: Quick-Start Wizard incomplete, partial config",0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-03T07:50:06.822Z,2026-05-05T08:49:37.631Z
aa5dca7a-3ae6-4a2e-a626-4bd7e9e86915,186,"Fibery Migration Mega-Issue: Scripts → Fibery (Google Sheets, CSV, JSON)",1,,,240bb1b8-b333-4839-bd98-95087cbf8e76,Fibery Workspace Audit May 2026,,,"Scripts,Music",,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T08:24:58.259Z,2026-05-05T08:49:37.631Z
ac144d3b-1a14-487a-b93f-3fe034b6b3a0,208,Validation Rule: Prevent orphan issues in linked list,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T08:50:09.247Z,2026-05-05T08:50:10.611Z
ad55f4cd-4f19-461e-8a17-af9549a6b4b5,204,Resolve Prowlarr Cloudflare indexer connectivity,1,,,f0862048-073b-44d2-8c2a-f78ac240148f,Setup SSH OCI (140.245.192.213),de33385b-62ae-4cc9-965e-dcdfd528e655,Fix Kilo agent doom loop behavior,,,1,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T00:46:07.585Z,2026-05-05T20:45:17.973Z
b070d120-f737-4e62-9d9b-54cc6171a91e,178,Root cause: Containers overwrote old configs on first start after boot volume re-image,0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-03T07:50:11.682Z,2026-05-05T08:49:37.631Z
b6f6a06e-5e70-4729-8b58-7235106ecea9,209,Validation Rule: Prevent circular parent references,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T08:50:09.247Z,2026-05-05T08:50:10.611Z
ba9582f8-7d3d-4cc5-b967-f23a71699365,106,Use batched CRUD for Google Sheets,0,,,,,,,Scripts,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-04-25T06:24:55.923Z,2026-05-05T08:49:37.631Z
c52c6e87-af70-4ffe-8318-10fa334c0251,205,Map chronological timeline from Apr 29 session logs,1,,,8e85e916-1123-4278-84c7-3bc6ff727436,Analyze 24h OCI change logs for dysfunction patterns,,,,,,,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T00:46:59.185Z,2026-05-05T08:49:37.631Z
c8a5bfcf-bd18-4d79-8b19-b8e87f379edb,165,"Whisparr: completely unconfigured - 0 download clients, 0 root folders, 0 indexers",0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-03T07:49:00.228Z,2026-05-05T08:49:37.631Z
ca1cf533-e1dd-45c8-8cfd-2d687788b6ae,150,Diagnose and FIX: PowerShell Hook crash + simplify design,0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-02T08:19:40.580Z,2026-05-05T08:49:37.631Z
cb02cde7-6956-4ae6-99dd-0b6248f7541c,220,Optimize Scripts repo for Cline,0,,,,,,,,,,,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-07T02:32:07.304Z,2026-05-07T02:32:09.205Z
d74a5bf9-7a39-4e8d-a4ed-335ad3c8c82c,219,"Assess Local SQL DB Strategy for Fibery Data (PostgreSQL vs MSSQL, MCP, Hooks, Snapshots)",0,,,,,,,,,0,,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-06T06:52:21.337Z,2026-05-06T06:52:23.400Z
d950d208-0cc2-4fb7-ac93-85317249b545,10,Fix SACD script,1,,,011ae95e-1be2-40ff-84c3-d02dfd3168e1,Azure,,,"Scripts,Music",,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-04-25T06:21:59.652Z,2026-05-05T08:49:37.631Z
de33385b-62ae-4cc9-965e-dcdfd528e655,203,Fix Kilo agent doom loop behavior,1,ad55f4cd-4f19-461e-8a17-af9549a6b4b5,Resolve Prowlarr Cloudflare indexer connectivity,f0862048-073b-44d2-8c2a-f78ac240148f,Setup SSH OCI (140.245.192.213),,,,,0,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T00:46:05.577Z,2026-05-05T20:45:14.107Z
de3dc2c2-68af-4b4e-a46e-72fd51c163ff,197,Unify DNS configuration across all containers,1,5a2dacbc-297d-47a1-8e4e-15cf00b51d1d,Tighten Docker port exposure to Tailscale interface only,95383775-9f84-43e8-b54e-7a414320c652,Network Architecture Audit & Simplification,399f114d-b4eb-46bc-bde5-d71da2cdb32e,Eliminate duplicate WireGuard tunnel in qbittorrent,,,1,,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T12:23:37.681Z,2026-05-05T20:45:06.252Z
e551992c-d004-4923-95a6-aabec5da432d,214,Webhook: Config Sync Dispatcher,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T08:50:09.247Z,2026-05-05T08:50:10.611Z
e7852db3-ece4-4647-88d3-3ee34fedb11d,153,Windows Update Failure - Error 80246007,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-02T22:07:22.938Z,2026-05-05T08:49:37.631Z
eeca0920-1ecf-4899-8a7f-5de0c83a70ee,161,Sync Last.fm Scrobbles and YouTube Playlists,0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-03T06:44:42.761Z,2026-05-05T08:49:37.631Z
f0862048-073b-44d2-8c2a-f78ac240148f,206,Setup SSH OCI (140.245.192.213),1,,,4db03c34-8632-47ef-9316-2397f182f922,OCI Operational Issues — Master Consolidation Hub,95383775-9f84-43e8-b54e-7a414320c652,Network Architecture Audit & Simplification,,,4,,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T00:50:00.065Z,2026-05-05T20:44:48.618Z
f1688c68-faba-497c-917e-fb4c46835920,27,Create ps1 commit collation script,0,,,,,,,Scripts,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-04-25T06:22:09.125Z,2026-05-05T08:49:37.631Z
f22fe3bf-a9be-4587-814d-473866b21d03,53,Fix MusicBrainz search not working,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-04-25T06:24:12.040Z,2026-05-05T08:49:37.631Z
f3de84ca-5edd-45a9-9510-0b2d5c1933b7,212,Webhook: Loop Breaker Detection,0,,,,,,,,,,no,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-05T08:50:09.247Z,2026-05-05T08:50:10.611Z
f7a1210b-27a5-4502-b317-8a6a88673dd2,162,Sonarr: qBittorrent download client returns 403 Forbidden,0,,,,,,,,,,yes,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-03T07:48:43.558Z,2026-05-05T08:49:37.631Z
f8d22d5a-3b0f-4077-bb6c-cd5c354b06df,187,Fix abnzb connection,1,6f105ecf-a9ff-420b-8ed7-766699205cc1,Fix nzbfinder.ws,4db03c34-8632-47ef-9316-2397f182f922,OCI Operational Issues — Master Consolidation Hub,a32c1d5a-6f74-4cb3-aaee-3fbca74957d4,OCI Media Server - Container Configuration Fix,,,1,,9774352c-d472-4d7f-a38f-6ccf14e98723,Kanishk Nishar,2026-05-04T08:57:53.501Z,2026-05-05T20:44:36.252Z
